name,commits,lastCommit
iqss/dataverse,26604,2023-09-05T08:31:02
apache/storm,10667,2023-09-02T09:28:23
esotericsoftware/reflectasm,172,2022-11-10T06:40:46
esotericsoftware/yamlbeans,186,2023-09-05T08:45:49
inria/spoon,4387,2023-09-05T05:08:36
awslabs/amazon-kinesis-client,510,2023-08-30T05:18:57
owasp/securityshepherd,930,2022-12-05T10:52:53
drtshock/potato,155,2022-10-25T02:03:25
bitcoinj/bitcoinj,4795,2023-09-05T03:43:00
tdunning/t-digest,402,2023-03-22T05:35:05
hotswapprojects/hotswapagent,939,2023-09-01T06:05:54
jenkinsci/slack-plugin,688,2023-09-04T01:47:21
cellularprivacy/android-imsi-catcher-detector,2642,2023-03-19T09:11:47
kaklakariada/portmapper,385,2023-03-19T02:13:39
igniterealtime/spark,4160,2023-05-11T08:55:33
raphw/byte-buddy,6906,2023-09-05T12:43:54
itext/itextpdf,4436,2023-03-13T10:02:16
googleads/googleads-mobile-android-examples,247,2023-08-31T09:28:08
nginx-clojure/nginx-clojure,605,2023-07-11T05:07:23
signalapp/signal-server,3092,2023-09-05T08:55:07
javers/javers,2924,2023-08-09T01:12:57
gocd/gocd,17273,2023-09-06T01:34:32
cache2k/cache2k,2518,2022-11-01T08:25:04
jenetics/jenetics,12036,2023-08-30T06:27:26
skadistats/clarity,799,2023-04-21T05:43:09
jbox2d/jbox2d,750,2022-10-05T12:16:05
jhunters/jprotobuf,671,2023-08-07T02:36:41
hcoles/pitest,2388,2023-08-30T12:19:14
dlew/joda-time-android,509,2023-03-30T10:09:17
guoguibing/librec,1112,2022-09-15T02:25:56
redisson/redisson,8254,2023-08-31T02:18:04
apache/struts,6762,2023-09-02T12:55:35
martinpaljak/globalplatformpro,730,2023-05-08T02:29:28
hdodenhof/circleimageview,160,2023-01-10T07:03:13
skcraft/launcher,354,2023-02-23T11:56:48
tomroush/pdfbox-android,379,2023-04-27T05:42:39
palatable/lambda,707,2023-05-01T02:10:48
glowroot/glowroot,4255,2023-09-05T07:40:20
robert-bor/aho-corasick,108,2022-12-09T04:07:07
vavr-io/vavr,4348,2023-04-21T11:39:57
spring-projects/spring-data-examples,668,2023-08-24T07:48:04
google/j2objc,5660,2023-09-05T09:58:11
cryptomator/cryptomator,4795,2023-09-04T12:00:36
larsga/duke,638,2022-09-04T05:43:41
mucommander/mucommander,5963,2023-08-26T06:58:50
igniterealtime/smack,4929,2023-04-26T11:35:04
real-logic/aeron,16374,2023-09-01T04:57:17
davidmoten/rxjava-jdbc,949,2023-09-04T12:25:37
bramp/ffmpeg-cli-wrapper,340,2023-03-15T05:24:23
butzist/activitylauncher,237,2023-08-31T08:04:52
gitlab4j/gitlab4j-api,2167,2023-09-05T07:34:01
apache/cxf,17598,2023-09-06T12:57:29
telegram-foss-team/telegram-foss,554,2023-08-06T10:07:11
datacleaner/datacleaner,6774,2023-07-12T02:03:24
lessthanoptimal/ejml,1090,2023-07-08T05:01:44
syncthing/syncthing-android,2240,2023-09-03T01:09:16
dnsjava/dnsjava,2108,2023-08-27T07:51:42
prometheus/jmx_exporter,415,2023-08-17T01:37:28
ehcache/ehcache3,4887,2023-08-18T01:42:43
exercism/java,2634,2023-09-05T05:22:40
reactive-streams/reactive-streams-jvm,579,2023-09-05T10:56:10
jooq/jool,574,2023-03-08T11:02:46
apache/curator,2817,2023-08-24T10:18:41
osmdroid/osmdroid,3250,2023-08-31T11:19:35
auth0/java-jwt,553,2023-08-18T04:16:04
jabref/jabref,19231,2023-09-04T01:35:56
bisq-network/bisq,17668,2023-08-31T07:39:50
scottoaks/javaperformancetuning,20,2022-11-19T07:02:54
krasa/stringmanipulation,546,2023-08-28T12:44:10
winterbe/java8-tutorial,150,2023-04-27T07:52:04
felhr85/usbserial,426,2023-04-29T01:35:06
hrldcpr/pcollections,226,2023-01-20T12:51:43
wakatime/jetbrains-wakatime,435,2023-09-04T06:15:51
tkaczmarzyk/specification-arg-resolver,434,2023-05-19T03:19:11
fabric8io/docker-maven-plugin,2264,2023-08-18T06:44:52
kotcrab/vis-ui,2696,2023-07-04T09:39:30
broadinstitute/picard,3018,2023-08-24T03:15:40
lionsoul2014/jcseg,678,2023-06-12T02:41:00
mimno/mallet,759,2023-08-04T01:39:36
stateless4j/stateless4j,155,2023-06-17T01:34:37
appium/java-client,1879,2023-09-05T08:22:10
qpython-android/qpython,196,2023-02-08T09:08:16
google/closure-compiler,18777,2023-09-05T11:14:42
google/closure-templates,5472,2023-09-05T05:18:54
kcochibili/tinydb--android-shared-preferences-turbo,62,2022-11-23T01:56:29
siddhi-io/siddhi,6092,2023-02-07T01:04:37
wso2/product-is,10911,2023-09-05T04:16:14
bytedeco/javacv,564,2023-07-08T11:20:56
bytedeco/javacpp,922,2023-08-08T07:42:53
bytedeco/javacpp-presets,1612,2023-08-26T12:40:08
swagger-api/swagger-parser,2726,2023-06-26T06:00:03
bladecoder/bladecoder-adventure-engine,1790,2023-08-12T04:49:32
irsdl/iis-shortname-scanner,65,2023-09-03T05:49:43
questdb/questdb,4280,2023-09-05T07:34:21
jetbrains/xodus,2904,2023-07-25T11:24:40
influxdata/influxdb-java,1250,2023-08-28T04:52:14
waikato/moa,1290,2023-05-29T02:43:03
teammates/teammates,18350,2023-08-21T07:17:51
nccgroup/loggerplusplus,526,2023-06-05T03:36:27
foxinmy/weixin4j,970,2023-04-07T04:10:55
lettuce-io/lettuce-core,2345,2023-09-01T09:42:16
jindrapetrik/jpexs-decompiler,6617,2023-06-25T06:42:35
openhab/openhab-addons,4034,2023-09-05T08:30:16
asciidocfx/asciidocfx,1910,2023-05-06T09:29:33
quickfix-j/quickfixj,1695,2023-07-27T02:11:25
jenkinsci/gitlab-plugin,1758,2023-09-02T04:48:35
tabulapdf/tabula-java,463,2023-04-14T04:06:12
apache/hbase,19813,2023-09-05T11:59:28
apache/mahout,4555,2023-08-30T10:07:01
patrickfav/dali,133,2023-03-31T11:39:04
google/guice,2090,2023-08-10T03:01:45
google/guava,6167,2023-09-05T03:07:09
docker-java/docker-java,2122,2023-08-31T10:12:14
apache/phoenix,3782,2023-08-31T04:54:08
google/tink,6966,2023-08-29T10:07:13
apache/flink,33985,2023-09-06T01:45:01
dmytrodanylyk/circular-progress-button,181,2023-08-24T04:59:18
pagehelper/mybatis-pagehelper,635,2023-07-10T08:16:33
structurizr/java,1340,2023-07-28T10:06:50
apache/parquet-mr,2452,2023-09-04T05:09:42
apache/parquet-format,334,2023-09-04T04:04:32
wso2/product-apim,10126,2023-08-20T04:57:31
instagram/ig-json-parser,153,2022-09-23T10:20:33
bazelbuild/bazel,37074,2023-09-01T07:46:29
google/exoplayer,18864,2023-08-21T07:10:42
spring-cloud/spring-cloud-config,2026,2023-08-10T02:04:32
oldratlee/fucking-java-concurrency,51,2023-08-23T03:28:54
opengamma/strata,4686,2023-09-05T07:30:45
spring-projects/spring-session,2051,2023-09-01T06:10:14
apache/calcite,5393,2023-09-06T12:50:30
nguyenq/tess4j,536,2023-07-30T06:30:30
freerouting/freerouting,723,2023-06-13T11:24:56
aws-amplify/aws-sdk-android,1480,2023-08-11T09:10:54
spring-cloud/spring-cloud-netflix,3077,2023-08-10T02:10:05
crawlscript/webcollector,323,2023-06-03T10:26:14
blazebit/blaze-persistence,2329,2023-07-17T02:52:26
spring-gradle-plugins/dependency-management-plugin,420,2023-09-01T09:15:04
teamamaze/amazefilemanager,6137,2023-09-04T09:48:14
douglascraigschmidt/livelessons,1554,2023-08-29T05:30:52
openhft/chronicle-map,3325,2023-08-31T02:43:22
processing/processing-android,2731,2023-07-04T02:40:11
kaushikgopal/rxjava-android-samples,337,2023-08-08T02:18:56
f-droid/fdroidclient,8523,2023-06-21T02:44:36
codecentric/spring-boot-admin,2458,2023-09-05T09:36:35
alfio-event/alf.io,3708,2023-06-25T04:17:47
apache/ranger,4316,2023-09-05T08:32:22
gaul/s3proxy,960,2023-09-01T10:52:57
serso/android-checkout,435,2023-05-15T01:49:48
altbeacon/android-beacon-library,1260,2023-07-02T07:48:43
00-evan/shattered-pixel-dungeon,6567,2023-07-06T04:37:06
spring-cloud/spring-cloud-release,781,2023-08-10T05:59:51
cdapio/cdap,52459,2023-09-04T06:08:12
xerial/sqlite-jdbc,1517,2023-09-05T01:13:22
jmrozanec/cron-utils,1476,2023-03-26T04:32:07
iluwatar/java-design-patterns,3496,2023-08-27T11:40:17
zxh0/classpy,998,2022-10-27T01:10:17
googlemaps/google-maps-services-java,1211,2023-09-04T10:05:40
mediathekview/mediathekview,5036,2023-07-19T10:24:37
classgraph/classgraph,5390,2023-08-07T08:19:36
reactivex/rxandroid,547,2023-09-05T10:55:00
don/cordova-plugin-ble-central,548,2023-08-13T11:39:09
simplenlg/simplenlg,115,2022-09-14T03:52:24
instantwebp2p/node-android,296,2023-07-12T03:02:56
google/error-prone,6075,2023-09-04T01:42:38
nlpchina/elasticsearch-sql,1010,2023-09-06T01:59:13
davidmoten/rtree,1227,2023-08-04T11:56:22
apache/hadoop,26847,2023-09-03T12:08:40
btraceio/btrace,1493,2023-08-20T06:19:03
opentable/otj-pg-embedded,490,2023-05-05T04:37:55
spongepowered/spongeapi,3952,2023-09-02T10:04:50
libgdx/gdx-ai,412,2023-01-16T10:30:24
spongepowered/spongeforge,3808,2022-10-23T08:23:54
esapi/esapi-java-legacy,2130,2023-07-11T11:04:24
payara/payara,19876,2023-09-05T08:37:32
lcm-proj/lcm,1386,2023-08-07T11:41:32
jwtk/jjwt,535,2023-09-06T01:29:55
digitalpetri/modbus,88,2023-08-17T01:13:53
embulk/embulk,3530,2023-08-31T12:35:05
gumtreediff/gumtree,997,2023-07-11T06:35:17
xianrendzw/easyreport,354,2023-03-12T02:21:03
appliedenergistics/applied-energistics-2,4989,2023-09-03T02:47:26
pazone/ashot,421,2023-09-05T07:47:59
greenmail-mail-test/greenmail,1228,2023-08-20T08:30:07
yegor256/takes,3139,2023-09-05T12:39:07
prmr/jetuml,2442,2023-08-07T07:31:24
adempiere/adempiere,16788,2023-09-01T11:10:42
googleapis/google-http-java-client,1360,2023-07-24T07:19:45
junit-team/junit5,7862,2023-09-05T01:26:27
xbmc/kore,1058,2023-08-13T09:28:01
speedment/speedment,4772,2023-08-10T07:54:09
hidroh/materialistic,1736,2023-04-15T01:55:23
woxblom/draglistview,172,2023-03-21T05:18:15
spring-cloud/spring-cloud-zookeeper,721,2023-08-10T03:09:21
esig/dss,5700,2023-06-05T10:13:05
citerus/dddsample-core,734,2023-05-31T02:12:13
hehonghui/androideventbus,103,2023-06-15T01:09:53
spring-projects/spring-statemachine,913,2023-06-19T09:52:03
eclipse/leshan,1942,2023-06-14T03:16:31
apache/tinkerpop,20014,2023-09-05T10:40:22
zendesk/maxwell,3752,2023-09-01T12:45:05
ctongfei/progressbar,231,2023-08-11T06:03:55
jakob-grabner/circle-progress-view,145,2023-05-09T05:19:58
jflex-de/jflex,2109,2023-04-17T06:17:15
jenkinsci/kubernetes-plugin,4037,2023-08-31T02:23:52
jetbrains/arend,4792,2023-09-05T03:52:05
google/re2j,185,2023-08-29T09:17:09
joml-ci/joml,2109,2023-08-29T06:14:11
nordicsemiconductor/android-dfu-library,709,2023-05-03T08:46:21
apache/ignite,28659,2023-09-05T12:44:10
microcks/microcks,1231,2023-07-27T09:33:40
vert-x3/vertx-examples,1414,2023-08-31T01:17:32
openhft/chronicle-core,3751,2023-08-31T02:50:37
lzyzsd/jsbridge,108,2022-09-08T06:45:30
qiujiayu/autoloadcache,570,2023-08-18T06:28:01
netflix/fenzo,315,2023-03-31T08:53:17
facebook/fresco,3651,2023-09-05T11:42:55
elki-project/elki,10392,2023-08-29T09:52:17
spring-cloud/spring-cloud-sleuth,3419,2023-08-22T10:20:28
aimacode/aima-java,1579,2023-06-12T09:47:51
apache/openmeetings,3671,2023-09-01T05:46:05
apache/samza,2585,2023-08-31T01:01:15
x-stream/xstream,2878,2023-04-22T04:03:39
bonigarcia/webdrivermanager,3298,2023-09-05T12:14:10
psi-probe/psi-probe,5177,2023-09-02T05:16:51
eclipse/buildship,3571,2023-09-01T01:11:49
fizzed/rocker,396,2023-01-10T04:28:40
google/gson,1875,2023-09-05T01:47:54
sayi/poi-tl,752,2023-08-07T04:10:34
jplag/jplag,2214,2023-07-19T03:36:03
yacy/yacy_search_server,14404,2023-09-03T06:23:23
mysql/mysql-connector-j,3027,2023-06-26T12:02:33
edwardraff/jsat,1634,2022-12-16T09:49:56
apache/zeppelin,5273,2023-09-01T08:36:00
square/keywhiz,1938,2023-07-31T06:35:39
googlecloudplatform/java-docs-samples,9760,2023-09-05T07:54:50
alibaba/java-dns-cache-manipulator,453,2023-08-24T09:18:42
mkergall/osmbonuspack,543,2022-10-16T04:17:58
antonioredondo/anothermonitor,65,2023-01-23T09:51:38
jqno/equalsverifier,2883,2023-09-05T12:39:06
rampatra/algorithms-and-data-structures-in-java,244,2022-10-12T09:50:00
react-native-video/react-native-video,1857,2023-09-05T07:14:45
spring-guides/gs-spring-boot-docker,178,2023-05-31T09:53:06
danikula/androidvideocache,91,2023-03-14T06:23:44
ewolff/microservice,140,2023-01-19T07:11:17
blusunrize/immersiveengineering,4337,2023-08-13T03:15:20
zstackio/zstack,12785,2023-06-07T08:07:09
glowstonemc/glowstone,3771,2023-04-26T07:52:56
espertechinc/esper,1226,2023-05-02T11:56:22
h2database/h2database,14281,2023-09-02T08:21:01
amaembo/streamex,1403,2023-09-02T01:36:53
cincheo/jsweet,1741,2022-09-02T03:24:30
testcontainers/testcontainers-java,5747,2023-09-02T05:33:05
essentialsx/essentials,6344,2023-08-28T10:41:40
apache/groovy,20478,2023-09-05T05:52:21
bbottema/simple-java-mail,1860,2023-07-14T02:51:32
vanco/sequenceplugin,213,2023-06-07T01:20:31
googlemaps/android-samples,1095,2023-08-21T01:53:29
naturalprogrammer/spring-lemon,526,2023-04-10T11:18:55
tipsy/j2html,291,2022-12-26T08:36:54
confluentinc/kafka-connect-jdbc,3719,2023-08-10T06:28:56
apache/incubator-sedona,1085,2022-12-03T07:27:54
diffplug/spotless,4868,2023-09-01T01:52:19
owasp/java-html-sanitizer,518,2023-04-07T10:54:52
vaadin/flow,23812,2023-09-05T12:43:55
watson-developer-cloud/java-sdk,4152,2023-08-08T04:00:43
apache/geode,11256,2023-07-13T10:16:12
graalvm/simplelanguage,350,2023-06-20T08:23:22
minio/minio-java,1288,2023-08-17T10:02:33
limpoxe/android-plugin-framework,1486,2023-07-08T04:35:02
zaproxy/zap-extensions,11346,2023-09-05T02:49:50
caplogic/mappedbus,242,2022-10-14T10:32:51
google/google-java-format,716,2023-08-06T04:31:43
vigna/fastutil,1861,2023-07-19T07:43:33
rharter/auto-value-parcel,174,2023-01-26T01:08:14
allegro/hermes,2030,2023-09-05T11:10:51
jaredsburrows/android-gradle-java-app-template,90,2023-03-23T10:19:57
google/caliper,607,2023-08-01T03:02:34
oblador/react-native-keychain,318,2023-07-28T09:39:03
googlesamples/android-testdpc,1240,2023-06-15T03:49:42
apache/activemq-artemis,10114,2023-09-05T05:13:39
ulisesbocchio/jasypt-spring-boot,408,2022-12-15T05:29:04
syvaidya/openstego,164,2023-08-12T07:24:56
pili-engineering/pldroidplayer,154,2022-11-25T10:24:28
resilience4j/resilience4j,1492,2023-09-05T07:15:20
zaproxy/zaproxy,9225,2023-09-04T02:55:11
scouter-project/scouter,2916,2023-05-29T04:44:56
react-native-image-picker/react-native-image-picker,813,2023-08-16T10:42:27
lets-blade/blade,883,2023-06-16T05:18:49
0opslab/opslabjutil,202,2022-12-16T10:45:32
airbnb/deeplinkdispatch,358,2023-06-27T11:16:44
pilgr/paper,222,2023-01-06T10:00:05
sepinf-inc/iped,8152,2023-09-06T01:52:57
sharpie7/circuitjs1,767,2022-11-04T06:20:52
xamarin/docs-archive,284,2022-10-20T10:12:14
chatty/chatty,1278,2023-09-04T06:40:04
javamelody/javamelody,3702,2023-08-17T12:59:27
huanghongxun/hmcl,3087,2023-09-05T06:47:46
pili-engineering/pldroidmediastreaming,191,2023-08-31T12:33:47
bardsoftware/ganttproject,4845,2023-09-05T09:29:34
mabe02/lanterna,2442,2023-08-08T02:27:37
davidohayon669/react-native-youtube,358,2023-07-24T09:21:41
dom4j/dom4j,136,2023-01-22T09:20:31
termux/termux-api,415,2023-08-23T06:33:42
typetools/checker-framework,18487,2023-09-02T03:08:28
jakewharton/threetenabp,139,2023-03-31T04:04:48
graphql-java/graphql-java,3817,2023-09-04T11:18:49
rsocket/rsocket-java,1336,2023-04-24T09:27:07
jakewharton/processphoenix,70,2023-09-04T07:05:16
spring-cloud/spring-cloud-stream,3880,2023-09-05T08:37:03
fabric8io/kubernetes-client,5886,2023-09-05T01:29:49
alexa/alexa-skills-kit-sdk-for-java,732,2023-08-21T04:03:56
apache/james-project,14906,2023-09-05T01:33:21
tumblr/backboard,73,2023-08-29T08:19:33
spring-cloud/spring-cloud-dataflow,4549,2023-09-04T05:50:40
aliyun/aliyun-openapi-java-sdk,6199,2023-09-05T08:26:19
coobird/thumbnailator,707,2023-06-29T03:46:24
lihuanghe/smsgate,40,2023-08-17T07:03:16
zalando/problem,632,2023-02-24T06:50:22
jumpmind/symmetric-ds,13517,2023-08-31T07:19:08
triplea-game/triplea,14492,2023-09-04T04:49:51
aliyun/aliyun-oss-java-sdk,413,2023-07-24T02:37:44
sonatype/nexus-public,1120,2023-08-25T12:51:50
pengrad/java-telegram-bot-api,678,2023-08-27T05:07:01
getodk/collect,13597,2023-09-04T07:41:46
deano2390/materialshowcaseview,127,2022-11-08T05:02:57
sanluan/publiccms,2257,2023-07-30T07:12:41
siwangqishiq/imageeditor-android,118,2022-09-28T05:57:17
pwittchen/reactivenetwork,734,2022-12-04T04:47:23
linkedin/brooklin,1428,2023-08-29T07:33:01
parse-community/parse-sdk-android,590,2023-08-25T10:18:25
kagkarlsson/db-scheduler,794,2023-08-25T05:38:47
react-native-google-signin/google-signin,520,2023-08-18T10:01:12
scalecube/scalecube-services,4698,2023-09-03T03:26:54
zalando/problem-spring-web,1255,2023-04-25T06:36:37
tommylemon/android-zblibrary,514,2023-08-09T03:44:37
android/android-test,1528,2023-08-31T04:29:52
npgall/cqengine,1390,2022-12-23T12:33:28
dsheirer/sdrtrunk,1329,2023-08-31T11:14:58
kevin-wayne/algs4,233,2023-08-18T11:43:22
facebook/screenshot-tests-for-android,550,2022-12-09T08:16:43
ipfs-shipyard/java-ipfs-http-client,353,2023-06-14T12:45:01
weidongjian/androidwheelview,108,2023-06-29T02:02:34
teamnewpipe/newpipe,10822,2023-08-31T01:06:06
etar-group/etar-calendar,6621,2023-08-28T04:04:42
apache/freemarker,2343,2023-05-19T11:48:07
gazbert/bxbot,943,2023-05-20T08:07:07
commons-app/apps-android-commons,5848,2023-09-04T02:18:58
aliyun/alicloud-android-demo,360,2023-04-12T03:34:51
evosuite/evosuite,8457,2023-07-11T02:40:30
dmytrodanylyk/android-morphing-button,101,2023-02-28T11:15:12
apache/shardingsphere-elasticjob,2260,2023-09-05T08:11:46
everit-org/json-schema,1064,2023-06-15T07:58:47
treasure-data/digdag,4392,2023-03-28T09:16:33
jpmml/jpmml-sklearn,1535,2023-09-05T05:47:56
dji-sdk/mobile-sdk-android,186,2023-06-01T08:31:01
beanshell/beanshell,1021,2023-04-17T09:43:03
oracle/fastr,14636,2023-08-28T10:48:32
mybatis/spring-boot-starter,1327,2023-09-05T05:20:42
apache/incubator-heron,3308,2023-03-01T03:11:03
opencubicchunks/cubicchunks,1673,2023-08-19T11:49:39
botlibre/botlibre,228,2023-09-04T01:35:07
jaredrummler/androiddevicenames,235,2022-11-28T05:59:08
promeg/tinypinyin,27,2023-05-18T09:12:08
react-native-share/react-native-share,1033,2023-09-01T08:35:23
stefan-niedermann/nextcloud-notes,2811,2022-11-21T08:08:07
uber/okbuck,1092,2023-03-17T09:49:33
meefik/busybox,134,2023-05-09T12:12:14
castorini/anserini,1747,2023-09-04T06:28:08
metasfresh/metasfresh,60704,2023-09-05T04:23:57
nodemedia/nodemediaclient-android,119,2023-07-10T10:34:19
amzn/ion-java,246,2022-11-18T07:41:08
shwenzhang/andresguard,422,2023-03-18T05:05:52
google/android-classyshark,618,2023-05-19T10:01:02
yahoo/elide,3366,2023-09-03T01:03:31
zalando/nakadi,5986,2023-09-04T11:09:41
vladmihalcea/high-performance-java-persistence,1216,2023-09-01T04:34:54
morenoh149/react-native-contacts,678,2023-08-23T06:56:20
collinsmith/riiablo,1930,2023-08-18T06:10:30
anylifezlb/scrolltextview,66,2022-12-19T09:16:45
pwm-project/pwm,3063,2023-06-26T10:01:26
onyxbits/raccoon4,239,2023-01-18T12:44:08
dbeaver/dbeaver,24654,2023-08-31T12:40:57
gzu-liyujiang/androidpicker,548,2023-07-23T11:15:34
facebook/soloader,378,2023-08-17T03:12:10
nbsp-team/materialfilepicker,153,2023-02-05T02:03:14
termux/termux-app,1436,2023-08-22T12:01:47
m66b/netguard,3771,2023-08-30T05:35:56
andreid/tsnackbar,79,2023-01-24T02:43:22
nasaworldwind/worldwindjava,271,2023-07-26T04:40:47
widdix/aws-cf-templates,982,2023-08-24T08:02:09
eclipse/eclipse-collections,1966,2023-09-05T06:24:48
wangchenyan/ponymusic,369,2023-01-05T02:12:34
xuxueli/xxl-job,1724,2023-06-21T01:06:51
bamlab/react-native-image-resizer,168,2023-06-18T09:35:01
adobe/aem-core-wcm-components,2654,2023-08-17T01:16:13
aliyun/aliyun-oss-android-sdk,545,2023-08-17T11:46:30
changmingxie/tcc-transaction,381,2023-08-16T08:44:45
gerritcodereview/gerrit,59957,2023-09-05T01:47:03
bootique/bootique,1408,2023-08-25T07:30:24
xtuhcy/gecco,287,2022-09-30T05:54:26
dv8fromtheworld/jda,2524,2023-05-20T06:00:49
hazelcast/hazelcast-jet,2683,2023-06-21T09:11:23
fynnfluegge/oreon-engine,700,2023-07-07T07:53:48
termux/termux-widget,138,2023-04-05T12:31:49
openhab/openhab-core,2245,2023-09-02T05:14:59
apache/fineract,7554,2023-09-05T03:14:32
blazegraph/database,20955,2022-10-07T09:43:40
6thsolution/easymvp,108,2023-01-04T03:31:08
krupen/fabulousfilter,65,2023-01-07T10:21:23
songxiaoliang/reactnativeapp,41,2022-09-29T01:34:29
amitshekhariitbhu/flatbuffer,47,2022-11-17T12:55:08
ocnyang/pagetransformerhelp,33,2023-02-21T01:55:27
ocnyang/contourview,19,2023-02-21T01:48:43
gitlqr/lqrwechat,19,2023-04-10T11:18:15
li-yu/fakeweather,108,2022-12-05T07:32:27
ocnyang/android-animation-set,119,2023-02-21T03:10:46
adonespitogo/adobot,138,2023-08-20T06:08:31
chadcsong/shinebutton,125,2022-10-08T07:47:23
applikeysolutions/cosmocalendar,62,2022-12-06T09:26:07
gracejojo/designer,38,2023-08-02T06:19:51
zhaolewei/zlwaudiorecorder,40,2023-04-21T08:49:06
janishar/placeholderview,318,2022-11-30T11:30:41
janishar/mit-deep-learning-book-pdf,26,2022-12-26T10:15:38
bertsir/zbarlibary,88,2022-11-22T04:00:33
grpc-ecosystem/polyglot,294,2022-09-05T05:33:32
jenly1314/appupdater,78,2023-07-09T03:12:45
google/wycheproof,320,2023-02-28T12:44:40
amitshekhariitbhu/awesome-android-things,107,2022-11-17T12:47:56
megatronking/stringfog,130,2023-08-25T03:10:16
khrystal/circlerecyclerview,30,2023-06-08T12:01:22
chillingvan/androidinstantvideo,50,2022-12-18T03:26:01
jackyandroid/androidtvlauncher,197,2022-11-14T01:55:28
google-developer-training/android-fundamentals,5,2023-07-24T08:11:38
mercyblitz/tech-weekly,109,2023-06-22T10:49:01
bephrem1/backtobackswe,443,2022-11-24T12:33:34
imablanco/zoomy,24,2023-03-14T08:38:18
tiann/leoric,23,2023-07-25T11:46:22
ypresto/android-transcoder,81,2022-12-20T03:08:26
byron4j/cookbook,309,2023-01-30T03:42:27
amitshekhariitbhu/rxjava2-android-samples,198,2023-01-18T08:12:31
alidili/demos,133,2023-06-14T07:29:27
yacy/yacy_grid_crawler,169,2022-12-01T09:09:39
yacy/yacy_grid_loader,159,2022-12-22T12:25:25
caozongpeng/springbootblog,68,2023-05-24T10:04:03
frank-lam/fullstack-tutorial,845,2022-09-03T11:10:43
ccy0122/focuslayoutmanager,45,2023-03-02T01:44:55
1024-lab/smart-admin,47,2022-10-29T01:00:40
crazyqiang/androidstudy,561,2023-07-28T06:41:30
me-no-dev/espexceptiondecoder,34,2023-04-08T01:20:07
rameshmf/spring-boot-tutorial,45,2023-03-29T09:02:29
bhuvnesh123/ffmpeg-video-editor-android,26,2023-08-02T03:56:46
getactivity/androidproject,24,2022-09-10T10:55:00
jenly1314/zxinglite,146,2023-08-23T03:33:17
ocnyang/qbox,79,2023-02-20T10:47:02
kohgylw/kiftd-source,424,2023-03-03T02:59:24
josephzhu1983/java-common-mistakes,90,2023-07-18T12:24:26
konloch/bytecode-viewer,1159,2023-07-21T12:37:50
proxyee-down-org/proxyee-down,475,2022-10-26T09:46:16
timusus/shuttle,1149,2022-12-28T11:40:53
microservices-patterns/ftgo-application,295,2022-09-03T12:27:37
grenderg/toasty,181,2022-09-28T11:46:04
javen205/ijpay,706,2023-04-05T06:31:33
apache/servicecomb-pack,1676,2023-08-22T05:26:01
tencent/soter,234,2023-08-09T12:27:12
f2prateek/rx-preferences,145,2023-05-24T12:46:03
ainilili/ratel,288,2023-03-13T03:18:08
lamster2018/easyprotector,162,2023-08-31T06:30:08
yurishkuro/opentracing-tutorial,109,2022-12-08T03:14:22
mikaelzero/mojito,118,2022-12-10T12:15:56
in28minutes/spring-boot-examples,117,2023-03-23T01:46:31
roncoo/roncoo-education,1428,2023-08-09T03:13:21
fabienrenaud/java-json-benchmark,164,2023-09-03T09:50:32
hackware1993/magicindicator,3,2022-09-24T03:25:47
hyb1996/auto.js,841,2022-10-28T08:45:28
amitshekhariitbhu/android-debug-database,329,2023-01-18T08:06:22
microsoft/malmo,1770,2022-09-23T11:12:11
getactivity/toastutils,42,2022-11-25T03:43:37
youlookwhat/bywebview,208,2023-03-13T02:31:21
stevenhalim/cpbook-code,381,2023-01-13T09:25:44
requery/sqlite-android,189,2023-08-29T08:35:08
nordicsemiconductor/android-ble-library,892,2023-04-04T01:28:20
donkingliang/labelsview,57,2023-02-11T09:45:46
vedenin/useful-java-links,823,2023-02-15T01:32:10
zhegexiaohuozi/seimicrawler,268,2023-04-25T07:37:12
wkeyuan/dwsurvey,327,2023-04-24T12:41:38
openaudible/openaudible,76,2023-05-07T10:46:59
zephery/newblog,543,2023-04-11T03:57:17
xiaour/springbootdemo,52,2022-11-21T10:32:54
alibaba/jetcache,1144,2023-09-04T07:27:24
happyfish100/fastdfs-client-java,83,2023-01-30T01:27:21
awakencn/inchat,265,2023-08-28T03:15:13
ibcalpha/ibc,488,2023-07-19T09:41:07
rohanpadhye/jqf,839,2023-06-05T05:31:41
zainzhao/his,71,2022-12-16T06:46:25
fayson/cdhproject,104,2023-01-04T07:24:22
getactivity/multilanguages,16,2022-09-10T10:47:57
han-ylun/saas_ihrm,159,2023-03-14T03:02:20
wrathchaos/react-native-header-view,172,2023-02-11T03:09:50
coding-parrot/low-level-design,26,2022-10-09T04:05:11
openjdk/jol,232,2023-08-23T05:53:51
moxi624/learningnotes,685,2022-10-10T03:21:59
scwang90/smartrefreshlayout,1127,2023-04-27T06:53:16
zhenfeng13/my-blog,92,2023-07-19T04:25:57
shuzijun/leetcode-editor,391,2023-05-04T09:52:26
xuhuisheng/sonar-l10n-zh,407,2023-07-07T11:54:55
cheese10yun/spring-guide,134,2023-07-24T04:04:11
aachartmodel/aachartcore,503,2023-07-25T03:16:30
zzmarquis/gmhelper,89,2023-06-27T02:11:48
yushijinhun/authlib-injector,282,2023-06-11T05:49:53
